package|author|rank.a|rank.m|n.roles|total.authors|total.roles|total.extra|total.extra2|cph
ump|Charles J. Geyer|1|1|2|2|3|0|0|0
ump|Glen D. Meeden|2|NA|1|2|3|0|0|0
aster2|Charles J. Geyer|1|1|2|1|2|0|0|0
frair|Daniel Pritchard|1|1|3|4|6|0|0|0
frair|Daniel Barrios-O'Neill|2|NA|1|4|6|0|0|0
frair|Helene Bovy|3|NA|1|4|6|0|0|0
frair|Rachel Paterson|4|NA|1|4|6|0|0|0
gems|Luisa Salazar Vizcaya|1|1|2|3|4|0|0|0
gems|Nello Blaser|2|NA|1|3|4|0|0|0
gems|Thomas Gsponer|3|NA|1|3|4|0|0|0
MVLM|Daniel B. McArtor|1|1|3|1|3|0|0|0
slimrec|Srikanth KS|1|1|3|1|3|0|0|0
bkmr|Jennifer F. Bobb|1|1|3|1|3|0|0|0
docstring|Dason Kurkiewicz|1|1|3|2|4|0|0|0
docstring|Neal Fultz|2|NA|1|2|4|0|0|0
PCFAM|Yi-Hui Zhou|1|1|2|1|2|0|0|0
PortfolioEffectHFT|Andrey Kostin|1|1|3|14|29|0|0|0
PortfolioEffectHFT|Aleksey Zemnitskiy|2|NA|1|14|29|0|0|0
PortfolioEffectHFT|Oleg Nechaev|3|NA|1|14|29|0|0|0
PortfolioEffectHFT|Craig Otis and others|4|NA|2|14|29|0|0|1
PortfolioEffectHFT|Daniel Lemire|5|NA|2|14|29|0|0|1
PortfolioEffectHFT|Muraoka Taro|6|NA|2|14|29|0|0|1
PortfolioEffectHFT|others|7|NA|4|14|29|0|0|1
PortfolioEffectHFT|Joe Walnes|8|NA|2|14|29|0|0|1
PortfolioEffectHFT|Jorg Schaible|9|NA|2|14|29|0|0|1
PortfolioEffectHFT|Dain Sundstrom|11|NA|2|14|29|0|0|1
PortfolioEffectHFT|Extreme! Lab, Indiana University|12|NA|2|14|29|0|0|1
PortfolioEffectHFT|The Apache Software Foundation|13|NA|2|14|29|0|0|1
PortfolioEffectHFT|Google, Inc|14|NA|2|14|29|0|0|1
PortfolioEffectHFT|Free Software Foundation|15|NA|2|14|29|0|0|1
rriskDistributions|Natalia Belgorodski|1|NA|1|6|8|0|0|0
rriskDistributions|Matthias Greiner|2|1|3|6|8|0|0|0
rriskDistributions|Kristin Tolksdorf|3|NA|1|6|8|0|0|0
rriskDistributions|Katharina Schueller|4|NA|1|6|8|0|0|0
rriskDistributions|Matthias Flor|5|NA|1|6|8|0|0|0
rriskDistributions|Lutz Göhring|6|NA|1|6|8|0|0|0
affluenceIndex|Alicja Wolny-Dominiak|1|1|2|2|3|0|0|0
affluenceIndex|Anna Saczewska-Piotrowska|2|NA|1|2|3|0|0|0
diverse|Miguel R. Guevara|1|1|2|3|4|0|0|0
diverse|Dominik Hartmann|2|NA|1|3|4|0|0|0
diverse|Marcelo Mendoza|3|NA|1|3|4|0|0|0
CVR|Chongliang Luo|1|1|2|2|3|0|0|0
CVR|Kun Chen|2|NA|1|2|3|0|0|0
pathmapping|Shane T. Mueller|1|1|2|2|3|0|0|0
pathmapping|Brandon S. Perelman|2|NA|1|2|3|0|0|0
vipor|Scott Sherrill-Mix|1|1|2|2|3|0|0|0
vipor|Erik Clarke|2|NA|1|2|3|0|0|0
addhazard|Jie  Hu|1|NA|2|4|5|0|0|0
addhazard|Norman Breslow|2|NA|1|4|5|0|0|0
addhazard|Gary Chan|3|NA|1|4|5|0|0|0
addhazard|Jie (Kate) Hu|NA|1|1|4|5|0|0|0
averisk|John Ferguson|1|1|3|1|3|0|0|0
ega|Daniel Schmolze|1|1|3|2|4|0|0|0
ega|Sergei Mihhailov|2|NA|1|2|4|0|0|0
FMC|Shwetank Lall|1|1|3|5|7|0|0|0
FMC|Arpan Bhowmik|2|NA|1|5|7|0|0|0
FMC|Eldho Varghese|3|NA|1|5|7|0|0|0
FMC|Seema Jaggi|4|NA|1|5|7|0|0|0
FMC|Cini Varghese|5|NA|1|5|7|0|0|0
orgutils|Enrico Schumann|1|1|2|1|2|0|0|0
rnaturalearth|Andy South|1|1|3|1|3|0|0|0
rolr|Pingping Qu|1|1|2|2|3|0|0|0
rolr|John Crowley|2|NA|1|2|3|0|0|0
disposables|Gábor Csárdi|1|1|2|1|2|0|0|0
evclass|Thierry Denoeux|1|1|2|1|2|0|0|0
LW1949|Jean V. Adams|1|1|3|1|3|0|0|0
Rvoterdistance|Loren Collingwood|1|1|2|1|2|0|0|0
fasteraster|Andy Bosyi|1|1|2|1|2|0|0|0
shinyShortcut|Ewan Keith|1|1|3|1|3|0|0|0
networkD3|J.J. Allaire|1|NA|1|10|12|0|0|0
networkD3|Peter Ellis|2|NA|1|10|12|0|0|0
networkD3|Christopher Gandrud|3|1|3|10|12|0|0|0
networkD3|Kevin Kuo|4|NA|1|10|12|0|0|0
networkD3|B.W. Lewis|5|NA|1|10|12|0|0|0
networkD3|Jonathan Owen|6|NA|1|10|12|0|0|0
networkD3|Kenton Russell|7|NA|1|10|12|0|0|0
networkD3|Jennifer Rogers|8|NA|1|10|12|0|0|0
networkD3|Charles Sese|9|NA|1|10|12|0|0|0
networkD3|CJ Yetman|10|NA|1|10|12|0|0|0
OSCV|Olga Savchuk|1|1|2|1|2|0|0|0
PDQutils|Steven E. Pav|1|1|3|1|3|0|0|0
adhoc|Gontran Sonet|1|1|2|1|2|0|0|0
chemometrics|Peter Filzmoser|1|NA|1|3|3|0|0|0
chemometrics|Kurt Varmuza|2|NA|1|3|3|0|0|0
chemometrics|P. Filzmoser|NA|1|1|3|3|0|0|0
BCSub|Jiehuan Sun|1|1|3|3|5|0|0|0
BCSub|Joshua L. Warren|2|NA|1|3|5|0|0|0
BCSub|Hongyu Zhao|3|NA|1|3|5|0|0|0
CNull|Constantinos Tsirogiannis|1|1|3|2|4|0|0|0
CNull|Adrija Kalvisa|2|NA|1|2|4|0|0|0
FlexDir|Sonia Migliorati|1|NA|1|3|5|0|0|0
FlexDir|Agnese Maria Di Brisco|2|1|3|3|5|0|0|0
FlexDir|Matteo Vestrucci|3|NA|1|3|5|0|0|0
micEconAids|Arne Henningsen|1|1|2|1|2|0|0|0
qqman|Stephen Turner|1|1|2|1|2|0|0|0
rolypoly|Diego Calderon|1|1|2|1|2|0|0|0
dynaTree|Robert B. Gramacy|1|1|2|3|4|0|0|0
dynaTree|Matt A. Taddy|2|NA|1|3|4|0|0|0
dynaTree|Christoforos Anagnostopoulos|3|NA|1|3|4|0|0|0
fuzzyRankTests|Charles J. Geyer|1|1|2|1|2|0|0|0
gee4|Jianxin Pan|1|NA|1|2|4|0|0|0
gee4|Yi Pan|2|1|3|2|4|0|0|0
clusternomics|Evelina Gabasova|1|1|2|1|2|0|0|0
linbin|Ethan Z. Welty|1|1|3|5|7|0|0|0
linbin|Christian E. Torgersen|2|NA|1|5|7|0|0|0
linbin|Samuel J. Brenkman|3|NA|1|5|7|0|0|0
linbin|Jeffrey J. Duda|4|NA|1|5|7|0|0|0
linbin|Jonathan B. Armstrong|5|NA|1|5|7|0|0|0
outreg|Kota Mori|1|1|3|1|3|0|0|0
simboot|Ralph Scherer|1|1|2|2|3|0|0|0
simboot|Philip Pallmann|2|NA|1|2|3|0|0|0
ABCanalysis|Michael Thrun|1|NA|1|4|4|0|0|0
ABCanalysis|Jorn Lotsch|2|NA|1|4|4|0|0|0
ABCanalysis|Alfred Ultsch|3|NA|1|4|4|0|0|0
ABCanalysis|Florian Lerch|NA|1|1|4|4|0|0|0
radmixture|Beilei Bian|1|1|3|5|7|0|0|0
radmixture|Dajun Luo|2|NA|1|5|7|0|0|0
radmixture|Gang Chen|3|NA|1|5|7|0|0|0
radmixture|Senwei Tang|4|NA|1|5|7|0|0|0
radmixture|WeGene|5|NA|1|5|7|0|0|1
revealjs|Hakim El Hattab|1|NA|2|5|10|0|0|1
revealjs|Asvin Goel|2|NA|2|5|10|0|0|1
revealjs|Greg Denehy|3|NA|2|5|10|0|0|1
revealjs|JJ Allaire|4|1|3|5|10|0|0|0
revealjs|RStudio|5|NA|1|5|10|0|0|1
hydrogeo|Myles English|1|1|2|1|2|0|0|0
stratification|Louis-Paul Rivest|1|1|3|2|4|0|0|0
stratification|Sophie Baillargeon|2|NA|1|2|4|0|0|0
BBmisc|Bernd Bischl|1|1|3|6|8|0|0|0
BBmisc|Michel Lang|2|NA|1|6|8|0|0|0
BBmisc|Jakob Bossek|3|NA|1|6|8|0|0|0
BBmisc|Daniel Horn|4|NA|1|6|8|0|0|0
BBmisc|Jakob Richter|5|NA|1|6|8|0|0|0
BBmisc|Dirk Surmann|6|NA|1|6|8|0|0|0
DREGAR|Hamed Haselimashhadi|1|1|2|1|2|0|0|0
SigOptR|Alexandra Johnson|1|1|3|1|3|0|0|0
DAAGbio|John Maindonald|1|1|2|1|2|0|0|0
emon|Jon Barry|1|1|2|2|3|0|0|0
emon|David Maxwell|2|NA|1|2|3|0|0|0
gnumeric|Karoly Antal|1|1|2|1|2|0|0|0
iSDM|Tarek Hattab|1|1|2|2|3|0|0|0
iSDM|Jonathan Lenoir|2|NA|1|2|3|0|0|0
SymTS|Michael Grabchak|1|1|2|2|3|0|0|0
SymTS|Lijuan Cao|2|NA|1|2|3|0|0|0
Ultimixt|Kaniav Kamary|1|1|2|2|3|0|0|0
Ultimixt|Kate Lee|2|NA|1|2|3|0|0|0
VertexSort|Diala Abd-Rabbo|1|1|2|1|2|0|0|0
BCellMA|Olena Ohlei|1|1|2|1|2|0|0|0
binomSamSize|Michael Höhle|1|1|3|2|4|0|0|0
binomSamSize|Wei Liu|2|NA|1|2|4|0|0|0
CatEncoders|nl zhang|1|1|2|1|2|0|0|0
MBA|Andrew Finley|1|1|3|4|6|0|0|0
MBA|Sudipto Banerjee|2|NA|1|4|6|0|0|0
MBA|Øyvind Hjelle|3|NA|1|4|6|0|0|0
MBA|Roger Bivand|4|NA|1|4|6|0|0|0
NHLData|D. Lukke Sweet|1|1|2|1|2|0|0|0
prop.comb.RR|Maria Alvarez|1|1|2|2|3|0|0|0
prop.comb.RR|Javier Roca-Pardinas|2|NA|1|2|3|0|0|0
readOffice|Mark Ewing|1|1|2|1|2|0|0|0
STMedianPolish|William Martínez|1|1|3|3|5|0|0|0
STMedianPolish|Melo Carlos|2|NA|1|3|5|0|0|0
STMedianPolish|Melo Oscar|3|NA|1|3|5|0|0|0
ALSM|Ali Ghanbari|1|1|2|1|2|0|0|0
cpr|Peter DeWitt|1|1|3|3|5|0|0|0
cpr|Samantha MaWhinney|2|NA|1|3|5|0|0|0
cpr|Nichole Carlson|3|NA|1|3|5|0|0|0
otinference|Max Sommerfeld|1|1|3|1|3|0|0|0
remindR|Bert Gunter|1|1|3|1|3|0|0|0
rkt|Aldo Marchetto|1|1|2|1|2|0|0|0
DySeq|Peter Fuchs|1|1|2|1|2|0|0|0
gt4ireval|Julián Urbano|1|1|3|1|3|0|0|0
mc2d|Regis Pouillot|1|1|3|3|5|0|0|0
mc2d|Marie-Laure Delignette-Muller|2|NA|1|3|5|0|0|0
mc2d|Jean-Baptiste Denis|3|NA|1|3|5|0|0|0
MLID|Richard Harris|1|1|2|2|3|0|0|0
MLID|Dewi Owen|2|NA|1|2|3|0|0|0
twilio|Sean Kross|1|1|3|1|3|0|0|0
VarED|Wenlin Dai|1|1|2|2|3|0|0|0
VarED|Tiejun Tong|2|NA|1|2|3|0|0|0
CPsurv|Stefanie Krügel|1|1|3|3|5|0|0|0
CPsurv|Alessandra R. Brazzale|2|NA|1|3|5|0|0|0
CPsurv|Helmut Kuechenhoff|3|NA|1|3|5|0|0|0
cghRA|Sylvain Mareschal|1|1|2|1|2|0|0|0
Demerelate|Philipp Kraemer|1|1|3|2|4|0|0|0
Demerelate|Gabriele Gerlach|2|NA|1|2|4|0|0|0
Dpit|Harry Joo|1|1|3|4|7|0|0|0
Dpit|Herman Aguinis|2|NA|2|4|7|0|0|0
Dpit|Kyle J. Bradley|3|NA|1|4|7|0|0|0
Dpit|Takuya Noguchi|4|NA|1|4|7|0|0|0
MDPtoolbox|Iadine Chades|1|NA|1|5|6|0|0|0
MDPtoolbox|Guillaume Chapron|2|1|2|5|6|0|0|0
MDPtoolbox|Marie-Josee Cros|3|NA|1|5|6|0|0|0
MDPtoolbox|Frederick Garcia|4|NA|1|5|6|0|0|0
MDPtoolbox|Regis Sabbadin|5|NA|1|5|6|0|0|0
cropdatape|Omar Benites-Alfaro|1|1|3|10|12|0|0|0
cropdatape|Pablo Gutierrez-Vilchez|2|NA|1|10|12|0|0|0
cropdatape|Jossyn Lockuan-Cotrina|3|NA|1|10|12|0|0|0
cropdatape|Giorgio Cruz-Fajardo|4|NA|1|10|12|0|0|0
cropdatape|Grace Guevara-Diaz|5|NA|1|10|12|0|0|0
cropdatape|Charlie Mendez-Morales|6|NA|1|10|12|0|0|0
cropdatape|Liliana Aragon-Caballero|7|NA|1|10|12|0|0|0
cropdatape|Raul Blas-Sevillano|8|NA|1|10|12|0|0|0
cropdatape|Agronomy Faculty, National Agrarian University La Molina|9|NA|1|10|12|0|0|1
cropdatape|Agriculture Ministry of Peru|10|NA|1|10|12|0|0|1
DiversityOccupancy|Derek Corcoran|1|1|3|6|8|0|0|0
DiversityOccupancy|Dylan Kesler|2|NA|1|6|8|0|0|0
DiversityOccupancy|Lisa Webb|3|NA|1|6|8|0|0|0
DiversityOccupancy|Giorgia Graells|4|NA|1|6|8|0|0|0
DiversityOccupancy|Nicole Michel|5|NA|1|6|8|0|0|0
DiversityOccupancy|Mike Meredith|6|NA|1|6|8|0|0|0
erp.easy|Travis Moore|1|1|3|1|3|0|0|0
isa2|Gabor Csardi|1|1|2|1|2|0|0|0
maxstat|Torsten Hothorn|1|1|2|1|2|0|0|0
WPKDE|Kunyu Ye|1|1|2|4|5|0|0|0
WPKDE|Siyao Wang|2|NA|1|4|5|0|0|0
WPKDE|Xudong Liu|3|NA|1|4|5|0|0|0
WPKDE|Tianwei Yu|4|NA|1|4|5|0|0|0
dotenv|Gábor Csárdi|1|1|4|1|4|0|0|1
pssm|David A. Schoenfeld|1|1|3|1|3|0|0|0
R4CouchDB|Thomas Bock|1|1|2|1|2|0|0|0
DiffNet|Raghvendra Mall|1|1|3|2|4|0|0|0
DiffNet|Khalid B. Kunji|2|NA|1|2|4|0|0|0
GLDreg|Steve Su|1|1|2|2|3|0|0|0
GLDreg|: R core team for qqgld.default function|2|NA|1|2|3|0|0|0
operator.tools|Christopher Brown|1|1|3|2|4|0|0|0
operator.tools|Decision Patterns|2|NA|1|2|4|0|0|1
rcc|Jean Morrison|1|1|2|1|2|0|0|0
RPMM|E. Andres Houseman|1|1|2|4|5|0|0|0
RPMM|Sc.D|2|NA|1|4|5|0|0|0
RPMM|Devin C. Koestler|3|NA|1|4|5|0|0|0
RPMM|Ph.D|4|NA|1|4|5|0|0|0
diffr|John Muschelli|1|1|3|1|3|0|0|0
dirmcmc|Abhirup Mallik|1|1|2|1|2|0|0|0
fontHind|Bhaskar Karambelkar|1|1|3|2|4|0|0|0
fontHind|MPlus|2|NA|1|2|4|0|0|1
fontMPlus|Bhaskar Karambelkar|1|1|3|2|4|0|0|0
fontMPlus|MPlus|2|NA|1|2|4|0|0|1
gbts|Waley W. J. Liang|1|1|2|1|2|0|0|0
leafletCN|Dawei Lang|1|1|2|1|2|0|0|0
misreport|Gregory Eady|1|1|3|1|3|0|0|0
qap|Michael Hahsler|1|1|4|2|6|0|0|1
qap|Franz Rendl|2|NA|2|2|6|0|0|1
AWR.Kinesis|Gergely Daroczi|1|1|2|1|2|0|0|0
IDPSurvival|Francesca Mangili|1|1|2|4|5|0|0|0
IDPSurvival|Alessio Benavoli|2|NA|1|4|5|0|0|0
IDPSurvival|Cassio P. de Campos|3|NA|1|4|5|0|0|0
IDPSurvival|Marco Zaffalon  IDPSurvival author details|4|NA|1|4|5|0|0|0
betacal|Telmo M Silva Filho|1|1|2|2|3|0|0|0
betacal|Meelis Kull|2|NA|1|2|3|0|0|0
recexcavAAR|Clemens Schmid|1|1|4|2|5|0|0|1
recexcavAAR|Benjamin Serbe|2|NA|1|2|5|0|0|0
europop|Matthew Lincoln|1|1|3|2|4|0|0|0
europop|Jan De Vries|2|NA|1|2|4|0|0|0
falconx|Hao Chen|1|1|2|2|3|0|0|0
falconx|Nancy R. Zhang|2|NA|1|2|3|0|0|0
hasseDiagram|Krzysztof Ciomek|1|1|2|1|2|0|0|0
miscset|Sven E. Templer|1|1|2|1|2|0|0|0
som.nn|Andreas Dominik|1|1|2|1|2|0|0|0
TAR|Hanwen Zhang|1|1|2|2|3|0|0|0
TAR|Fabio H. Nieto|2|NA|1|2|3|0|0|0
EnviroPRA|F. Barrio-Parra|1|NA|1|3|3|0|0|0
EnviroPRA|A. Dominguez-Castillo|2|NA|1|3|3|0|0|0
EnviroPRA|Fernando Barrio-Parra|NA|1|1|3|3|0|0|0
GsymPoint|Mónica López-Ratón|1|1|3|4|6|0|0|0
GsymPoint|Carmen Cadarso-Suárez|2|NA|1|4|6|0|0|0
GsymPoint|Elisa M. Molanes-López|3|NA|1|4|6|0|0|0
GsymPoint|Emilio Letón|4|NA|1|4|6|0|0|0
InvasionCorrection|Marcus Rosenblatt|1|1|2|1|2|0|0|0
naptime|Russell S. Pierce|1|1|3|2|4|0|0|0
naptime|Timothy Gann|2|NA|1|2|4|0|0|0
prefeR|John Lepird|1|1|2|1|2|0|0|0
robustarima|TIBCO Software Inc|1|NA|1|2|2|0|0|0
robustarima|Stephen Kaluzny|NA|1|1|2|2|0|0|0
BayesSpec|Rosen|1|NA|1|7|7|0|0|0
BayesSpec|O|2|NA|1|7|7|0|0|0
BayesSpec|Wood|3|NA|1|7|7|0|0|0
BayesSpec|S|4|NA|1|7|7|0|0|0
BayesSpec|Stoffer|5|NA|1|7|7|0|0|0
BayesSpec|D|6|NA|1|7|7|0|0|0
BayesSpec|Andrew Ferris|NA|1|1|7|7|0|0|0
BCC1997|Haoran Zhang|1|1|2|1|2|0|0|0
bsearchtools|Marco Giuliano|1|1|2|1|2|0|0|0
choroplethrAdmin1|Ari Lamstein|1|1|2|1|2|0|0|0
idendr0|Tomas Sieger|1|1|2|1|2|0|0|0
Mangrove|Luke Jostins|1|1|2|1|2|0|0|0
lclGWAS|Jiaxing Lin|1|1|2|10|11|0|0|0
lclGWAS|Alexander Sibley|2|NA|1|10|11|0|0|0
lclGWAS|Tracy Truong|3|NA|1|10|11|0|0|0
lclGWAS|Nancy Cox|4|NA|1|10|11|0|0|0
lclGWAS|Eileen Dolan|5|NA|1|10|11|0|0|0
lclGWAS|Yu Jiang|6|NA|1|10|11|0|0|0
lclGWAS|Janice McCarthy|7|NA|1|10|11|0|0|0
lclGWAS|Andrew Allen|8|NA|1|10|11|0|0|0
lclGWAS|Kouros Owzar|9|NA|1|10|11|0|0|0
lclGWAS|Zhiguo Li|10|NA|1|10|11|0|0|0
mle.tools|Josmar Mazucheli|1|1|2|1|2|0|0|0
rnaturalearthdata|Andy South|1|1|3|1|3|0|0|0
stdvectors|Marco Giuliano|1|1|2|1|2|0|0|0
AWR.KMS|Gergely Daroczi|1|1|2|1|2|0|0|0
CEoptim|Tim Benham|1|NA|1|4|5|0|0|0
CEoptim|Qibin Duan|2|NA|1|4|5|0|0|0
CEoptim|Dirk P. Kroese|3|NA|1|4|5|0|0|0
CEoptim|Benoit Liquet|4|1|2|4|5|0|0|0
colorr|Charles Crabtree|1|1|3|1|3|0|0|0
genemodel|J Grey Monroe|1|1|3|1|3|0|0|0
GSparO|Yaohua Hu|1|1|4|2|5|0|0|1
GSparO|Xinlin Hu|2|NA|1|2|5|0|0|0
OxyBS|E. Andres Houseman|1|1|2|3|4|0|0|0
OxyBS|Sc.D|2|NA|1|3|4|0|0|0
OxyBS|Kevin C. Johnson|3|NA|1|3|4|0|0|0
pawacc|Marco Geraci|1|1|2|1|2|0|0|0
W3CMarkupValidator|Kurt Hornik|1|1|3|1|3|0|0|0
helsinki|Juuso Parkkinen|1|1|2|3|4|0|0|0
helsinki|Leo Lahti|2|NA|1|3|4|0|0|0
helsinki|Joona Lehtomaki|3|NA|1|3|4|0|0|0
mixtox|Xiangwei Zhu|1|1|2|1|2|0|0|0
BDWreg|Hamed Haselimashhadi|1|1|2|1|2|0|0|0
educineq|Vanesa Jorda|1|1|3|2|4|0|0|0
educineq|Jose Manuel Alonso|2|NA|1|2|4|0|0|0
EMMLi|Anjali Goswami|1|NA|1|4|5|0|0|0
EMMLi|Tim Lucas|2|1|2|4|5|0|0|0
EMMLi|Prabu Sivasubramaniam|3|NA|1|4|5|0|0|0
EMMLi|John Finarelli|4|NA|1|4|5|0|0|0
keyringr|Josh Gilfillan|1|1|2|1|2|0|0|0
hqreg|Congrui Yi|1|1|2|1|2|0|0|0
mdscore|Antonio Hermes M. da Silva-Junior|1|1|3|3|5|0|0|0
mdscore|Damiao N. da Silva|2|NA|1|3|5|0|0|0
mdscore|Silvia L. P. Ferrari|3|NA|1|3|5|0|0|0
ridigbio|Francois Michonneau|1|NA|2|5|8|0|0|1
ridigbio|Matthew Collins|2|1|3|5|8|0|0|0
ridigbio|Scott Chamberlain|3|NA|1|5|8|0|0|0
ridigbio|Kevin Love|4|NA|1|5|8|0|0|0
ridigbio|Hem Nalini Morzaria-Luna|5|NA|1|5|8|0|0|0
rope|Jonatan Kallus|1|1|3|1|3|0|0|0
spdownscale|Rasheed AM|1|1|2|4|5|0|0|0
spdownscale|Egodawatta P|2|NA|1|4|5|0|0|0
spdownscale|Goonetilleke A|3|NA|1|4|5|0|0|0
spdownscale|McGree J|4|NA|1|4|5|0|0|0
ggalt|Bob Rudis|1|1|3|6|10|0|0|0
ggalt|Ben Bolker|2|NA|2|6|10|0|0|0
ggalt|Ben Marwick|3|NA|1|6|10|0|0|0
ggalt|Jan Schulz|4|NA|2|6|10|0|0|0
ggalt|Rosen Matev|5|NA|1|6|10|0|0|0
ggalt|ProPublica|6|NA|1|6|10|0|0|0
warpMix|Emilie Devijver|1|1|2|3|4|0|0|0
warpMix|Gerda Claeskens|2|NA|1|3|4|0|0|0
warpMix|Irene Gijbels|3|NA|1|3|4|0|0|0
dgodata|James Dunham|1|1|3|3|5|0|0|0
dgodata|Devin Caughey|2|NA|1|3|5|0|0|0
dgodata|Christopher Warshaw|3|NA|1|3|5|0|0|0
paperplanes|Andreas Leha|1|1|3|7|9|0|0|0
paperplanes|Roland Gera|2|NA|1|7|9|0|0|0
paperplanes|Julia Bel|3|NA|1|7|9|0|0|0
paperplanes|Thomas Asendorf|4|NA|1|7|9|0|0|0
paperplanes|Marius Placzek|5|NA|1|7|9|0|0|0
paperplanes|Xenia Schulz|6|NA|1|7|9|0|0|0
paperplanes|Astrid Wachter|7|NA|1|7|9|0|0|0
cope|Max Sommerfeld|1|1|3|3|5|0|0|0
cope|Joshua French|2|NA|1|3|5|0|0|0
cope|Armin Schwartzman|3|NA|1|3|5|0|0|0
LiblineaR|Thibault Helleputte; Pierre Gramme; Jerome Paul|1|NA|1|2|2|0|0|0
LiblineaR|Thibault Helleputte|NA|1|1|2|2|0|0|0
imputeMulti|Alex Whitworth|1|1|3|1|3|0|0|0
purge|Marc Maier|1|1|2|3|4|0|0|0
purge|Chaoqun Jia|2|NA|1|3|4|0|0|0
purge|MassMutual Advanced Analytics|3|NA|1|3|4|0|0|0
maxnet|Steven Phillips|1|1|2|1|2|0|0|0
RGENERATE|Emanuele Cordano|1|1|2|1|2|0|0|0
StVAR|Niraj Poudyal|1|1|2|1|2|0|0|0
optbdmaeAT|Dibaba Bayisa Gemechu|1|1|2|3|4|0|0|0
optbdmaeAT|Legesse Kassa Debusho|2|NA|1|3|4|0|0|0
optbdmaeAT|Linda Haines|3|NA|1|3|4|0|0|0
BayesCombo|Bruno Contrino|1|NA|1|2|3|0|0|0
BayesCombo|Stanley E. Lazic|2|1|2|2|3|0|0|0
FuzzyStatTra|Asun Lubiano|1|1|2|2|3|0|0|0
FuzzyStatTra|Sara de la Rosa de Saa|2|NA|1|2|3|0|0|0
arabicStemR|Rich Nielsen|1|1|2|1|2|0|0|0
cbird|Michio Yamamoto|1|1|2|1|2|0|0|0
CompareTests|Hormuzd A. Katki|1|NA|1|3|3|0|0|0
CompareTests|David W. Edelstein|2|NA|1|3|3|0|0|0
CompareTests|Hormuzd Katki|NA|1|1|3|3|0|0|0
QuantileGradeR|Zoe Ashwood|1|1|2|3|4|0|0|0
QuantileGradeR|Becky Elias|2|NA|1|3|4|0|0|0
QuantileGradeR|Daniel E. Ho|3|NA|1|3|4|0|0|0
samplingDataCRT|Diana Trutschel|1|1|2|2|3|0|0|0
samplingDataCRT|Hendrik Treutler|2|NA|1|2|3|0|0|0
SMLoutliers|Siddharth Jain|1|1|2|2|3|0|0|0
SMLoutliers|Prabhanjan Tattar|2|NA|1|2|3|0|0|0
supportInt|Derek Smith|1|1|2|1|2|0|0|0
treebase|Carl Boettiger|1|1|3|2|4|0|0|0
treebase|Duncan Temple Lang|2|NA|1|2|4|0|0|0
mbrglm|Euloge Clovis Kenne Pagui|1|NA|1|4|4|0|0|0
mbrglm|Nicola Sartori|2|NA|1|4|4|0|0|0
mbrglm|Alessandra Salvan|3|NA|1|4|4|0|0|0
mbrglm|Euloge C. Kenne Pagui|NA|1|1|4|4|0|0|0
random|Dirk Eddelbuettel|1|1|2|1|2|0|0|0
WikipediR|Oliver Keyes|1|1|3|2|4|0|0|0
WikipediR|Brock Tilbert|2|NA|1|2|4|0|0|0
samplesizelogisticcasecontrol|Mitchell H. Gail|1|NA|1|2|2|0|0|0
samplesizelogisticcasecontrol|William Wheeler|NA|1|1|2|2|0|0|0
superheat|Rebecca Barter|1|1|3|2|4|0|0|0
superheat|Bin Yu|2|NA|1|2|4|0|0|0
PST|Alexis Gabadinho|1|1|4|1|4|0|0|1
mpe|Matthias Kohl|1|NA|2|2|6|0|0|1
mpe|Srinath Kolampally|2|1|4|2|6|0|0|1
powerAnalysis|Felix Yanhui Fan|1|1|2|1|2|0|0|0
readHAC|Kasper Kristensen|1|1|3|1|3|0|0|0
demoKde|Bill Venables|1|1|2|1|2|0|0|0
EnsCat|Saeid Amiri|1|1|2|3|4|0|0|0
EnsCat|Bertrand Clarke|2|NA|1|3|4|0|0|0
EnsCat|Jennifer Clarke|3|NA|1|3|4|0|0|0
fontBitstreamVera|Lionel Henry|1|1|3|2|4|0|0|0
fontBitstreamVera|Bitstream|2|NA|1|2|4|0|0|1
fontquiver|Lionel Henry|1|1|3|3|5|0|0|0
fontquiver|RStudio|2|NA|1|3|5|0|0|1
fontquiver|George Douros|3|NA|1|3|5|0|0|1
ShinyTester|Amit Kohli|1|1|2|1|2|0|0|0
sonify|Stefan Siegert|1|1|3|2|4|0|0|0
sonify|Robin Williams|2|NA|1|2|4|0|0|0
ssmsn|Rocio Maehara|1|NA|1|2|3|0|0|0
ssmsn|Luis Benites|2|1|2|2|3|0|0|0
blendedLink|Robert Clark|1|1|2|1|2|0|0|0
choroplethrMaps|Ari Lamstein|1|1|2|1|2|0|0|0
edstan|Daniel C. Furr|1|1|2|1|2|0|0|0
iBST|Cyprien Mbogning|1|1|2|2|3|0|0|0
iBST|Philippe Broet|2|NA|1|2|3|0|0|0
bunchr|Itai Trilnick|1|1|3|1|3|0|0|0
flood|Friederike Deiters|1|1|3|2|4|0|0|0
flood|Paul Kinsvater|2|NA|1|2|4|0|0|0
gunsales|Gregor Aisch|1|NA|1|3|4|0|0|0
gunsales|Josh Keller|2|NA|1|3|4|0|0|0
gunsales|Dirk Eddelbuettel|3|1|2|3|4|0|0|0
observer|Paul Poncet|1|1|3|1|3|0|0|0
TTCA|Marco Albrecht|1|1|2|1|2|0|0|0
alphabetr|Edward Lee|1|1|3|1|3|0|0|0
